Country,Region,City,Name,Street,Zip,Latitude,Longitude
Turkiye,NaN,Kartal,IKEA Kartal,Soğanlık D-100 Yan yol Cd.,34880,40.9186719,29.1753573
Turkiye,NaN,Ümraniye,IKEA Ümraniye,Balkan Cd. No:62,3471,41.02537586013633,29.127313499211773
Ukraine,NaN,Kyiv,IKEA Kyiv,"Stepana Bandery Ave, 36",4073,50.49002287591687,30.510175615090223
United Arab Emirates,NaN,Abu Dhabi,IKEA Abu Dhabi,YAS Island,52718,24.50176467035414,54.61872061101987
United Arab Emirates,NaN,Dubai,IKEA Dubai Festival City,Dubai Festival City,50618,25.22377157156403,55.35555809871242
United Arab Emirates,NaN,Dubai,IKEA Dubai Jebel Ali,Festival Plaza Mall,1811,25.02908542518664,55.1065165833659
United Kingdom,NaN,Belfast,IKEA Belfast,306 Airport RD W,BT3 9EJ,54.62142875,-5.863204931388879
United Kingdom,NaN,Bristol,IKEA Bristol,Eastgate Road,BS5 6XX,51.47258995,-2.564716148527268
United Kingdom,NaN,Cardiff,IKEA Cardiff,Ferry Road,CF11 0XR,51.46271765,-3.188773839202602
United Kingdom,NaN,Croydon,IKEA Croydon,Hesterman Way,CR0 4YA,51.38138895,-0.1247124634088163
United Kingdom,NaN,Edinburgh,IKEA Edinburgh,Costkea way,EH20 9BY,55.88003587019507,-3.1685730731577
United Kingdom,NaN,Exeter,IKEA Exeter,1 IKEA WAY,EX2 7RX,50.70704845,-3.478524182649387
United Kingdom,NaN,Gateshead,IKEA Gateshead,Metro Park West,NE11 9XS,54.9580265,-1.680911693210858
United Kingdom,NaN,Glasgow,IKEA Glasgow,99 Kings Inch Drive,G51 4FB,55.869358,-4.358209363601189
United Kingdom,NaN,"London, Greenwich",IKEA Greenwich,55-57 Bugsby's Way,SE10 0QJ,51.48995100597688,0.0158614536246405
United Kingdom,NaN,London,IKEA Hammersmith,King Street Hammersmith,W6 9HW,51.4929003,-0.2279545
United Kingdom,NaN,Essex,IKEA Lakeside,Heron Way,RM20 3WJ,51.479658989061136,0.2841660996492344
United Kingdom,NaN,Birstall,IKEA Leeds,Holden Ing Way,WF17 9AE,53.7450678,-1.6489515
United Kingdom,NaN,Greater Manchester,IKEA Manchester,110 Wellington Road,OL6 7TE,53.491108,-2.1006133438397505
United Kingdom,NaN,Milton Keynes,IKEA Milton Keynes,Off Bletcham Way,MK1 1QB,52.00526295,-0.7291329711071897
United Kingdom,NaN,Nottingham,IKEA Nottingham,Ikea Way,NG16 2RP,53.0024149,-1.2840238
United Kingdom,NaN,Reading,IKEA Reading,Pincents Kiln Industrial Pk,RG31 7SD,51.44188375,-1.0675548140754776
United Kingdom,NaN,Tinsley,IKEA Sheffield,Sheffield Road,S9 2YL,53.40729490696858,-1.4106273886163383
United Kingdom,NaN,Southampton,IKEA Southampton,West Quay Road,SO15 1GY,50.9030418,-1.4113015
United Kingdom,NaN,Warrington,IKEA Warrington,910 Europe Boulevard,WA5 7TY,53.4165455,-2.6266073
United Kingdom,NaN,Wednesbury,IKEA Wednesbury,Park Lane,WS10 9SF,52.56962535,-2.0154747587799857
United Kingdom,NaN,London,IKEA Wembley,2 Drury Way,NW10 0TH,51.5535542,-0.2591793782619108
United States,AZ,Tempe,IKEATempe,2110 West IKEA Way,85284,33.340977800000005,-111.97051135181616
United States,CA,Burbank,IKEA Burbank,600 South IKEA Way,91502,34.1745959,-118.30301720605146
United States,CA,Carson,IKEA Carson,20700 South Avalon Boulevard,90746,33.84208635,-118.25989241696593
United States,CA,Costa Mesa,IKEA Costa Mesa,1475 South Coast Drive,92626,33.690974,-117.91647006339652
United States,CA,Covina,IKEA Covina,848 South Barranca Avenue,91723,34.07422225,-117.87913742158042
United States,CA,East Palo Alto,IKEA East Palo Alto,1700 East Bayshore Road,94303,37.4610558,-122.1393738
United States,CA,Emeryville,IKEA Emeryville,4400 Shellmound Street,94608,37.8317176,-122.29195124275245
United States,CA,San Diego,IKEA San Diego,2149 Fenton Parkway,92108,32.78017615,-117.12644773668436
United States,CA,West Sacramento,IKEA West Sacramento,700 IKEA Court,95605,38.5866454,-121.55356413697707
United States,CO,Centennial,IKEA Centennial,9800 E. IKEA Way,80112,39.57192905,-104.87506828913334
United States,CT,New Haven,IKEA New Haven,450 Sargent Drive,6511,41.2959499,-72.92005602699217
United States,FL,Jacksonville,IKEA Jacksonville,7801 Gate Parkway,32256,30.2382359,-81.5162915
United States,FL,Miami,IKEA Miami,1801 NW 117th Ave,33172,25.79143085,-80.38370913586371
United States,FL,Orlando,IKEA Orlando,4092 Eastgate Dr,32839,28.48255885,-81.42752638711488
United States,FL,Sunrise,IKEA Sunrise,151 NW 136th Ave,33325,26.1221352,-80.33197946047238
United States,FL,Tampa,IKEATampa,1103 N. 22nd Street,33605,27.9539567,-82.43184139446038
United States,GA,Atlanta,IKEA Atlanta,441 16th Street,30363,33.7884437,-84.4053911
United States,IL,Bolingbrook,IKEA Bolingbrook,750 E. Boughton,60440,41.7280048,-88.0378131295123
United States,IL,Schaumburg,IKEA Schaumburg,1800 East McConner Parkway,60173,42.0569743,-88.0360186
United States,IN,Fishers,IKEA Fishers,11400 IKEA Way,46037,39.9534713,-86.007178
United States,KS,Merriam,IKEA Merriam,6000 IKEA Way,66202,39.0197355,-94.6904064
United States,MA,Stoughton,IKEA Stoughton,One IKEA Way,2072,42.138135,-71.06828813627145
United States,MD,Baltimore,IKEA Baltimore,8352 Honeygo Boulevard,21236,39.37530895,-76.46174552032275
United States,MD,College Park,IKEA College Park,10100 Baltimore Avenue,20740,39.02059455,-76.92891796016653
United States,MI,Canton,IKEA Canton,41640 Ford Road,48187,42.3254257,-83.4518578962684
United States,MN,Bloomington,IKEA Minneapolis,8000 IKEA Way,55425,44.8588097,-93.24489832946716
United States,MO,St. Louis,IKEA St. Louis,1 IKEA Way St. Louis,63108,38.6333112,-90.24491414469952
United States,NC,Charlotte,IKEA Charlotte,8300 IKEA Boulevard,28262,35.29335,-80.7649942
United States,NJ,Elizabeth,IKEA Elizabeth,1000 Center Drive,7201,40.675876,-74.16818416541635
United States,NJ,Paramus,IKEA Paramus,100 IKEA Drive,7652,40.92418485,-74.07323312006444
United States,NV,Las Vegas,IKEA Las Vegas,6500 IKEA Way,89148,36.06888615,-115.28077350272916
United States,NY,Brooklyn,IKEA Brooklyn,1 Beard Street,11231,40.6720313,-74.01305480193486
United States,NY,Hicksville,IKEA Long Island,1100 Broadway Mall,11801,40.7743968,-73.5314
United States,OH,Columbus,IKEA Columbus,1900 IKEA Way,43240,40.1504704,-82.96693553296723
United States,OH,West Chester,IKEA West Chester,9500 IKEA Way,45069,39.3150967,-84.43426291208286
United States,OR,Portland,IKEA Portland,10280 NE Cascades Parkway,97220,45.5712477,-122.554142
United States, PA,Conshohocken,IKEA Conshohocken,400 Alan Wood Road,19428,40.094450300000005,-75.3065955903482
United States, PA,Pittsburgh,IKEA Pittsburgh,2001 Park Manor Boulevard,15205,40.4523133,-80.1616996
United States,PA,South Philadelphia,IKEA South Philadelphia,2206 S. Christopher Columbus Blvd,19148,39.917090650000006,-75.14184418593814
United States,TN,Memphis,IKEA Memphis,7900 IKEA Way,38016,35.1901067,-89.79891682750161
United States,TX,Frisco,IKEA Frisco,7171 IKEA Drive,75034,33.0936814,-96.82111383832958
United States,TX,Grand Prairie,IKEA Grand Prairie,1000 IKEA Way,75052,32.690482,-97.022167640716
United States,TX,Houston,IKEA Houston,7810 Katy Freeway,77024,29.7856928,-95.47165713926884
United States,TX,Live Oak,IKEA Live Oak,1000 IKEA RBFCU Parkway,78233,29.5662586,-98.33808245821275
United States,TX,Round Rock,IKEA Round Rock,1 IKEA Way,78665,30.5575868,-97.69011052407302
United States, UT,Draper,IKEA Draper,67 West IKEA Way,84020,40.50867245,-111.89333532433598
United States, VA,Norfolk,IKEA Norfolk,1500 IKEA Way,23502,36.87635,-76.20127826240403
United States, VA,Woodbridge,IKEA Woodbridge,2900 Potomac Mills Circle,22192,38.6434668,-77.2889851
United States, WA,Renton,IKEA Renton,601 S.W. 41st Street,98057,47.4425408,-122.228563485116
United States, WI,Oak Creek,IKEA Oak Creek,7500 S. IKEA Way,53154,42.9075831,-87.93869524320453
Germany,NaN,Gersthofen,IKEA Augsburg,Otto-Hahn-Straße 99,NaN,48.4049251,10.871277417487423
Germany,NaN,Berlin,IKEA Berlin-Lichtenberg,Landsberger Allee 364,NaN,52.5338376,13.514576986772992
Germany,NaN,Würzburg,IKEA Würzburg,Mainfrankenhöhe 2,NaN,49.8222642,9.983571337749249
Germany,NaN,Wuppertal,IKEA Wuppertal,Schmiedestraße 81,NaN,51.3100738,7.255435366445679
Germany,NaN,Wetzlar,IKEA Wetzlar,Hermannsteiner Straße 13,NaN,50.568839,8.4973296
Germany,NaN,Walldorf,IKEA Walldorf,Josef-Reiert-Straße 9,NaN,49.30622715,8.629066327476107
Germany,NaN,Hofheim-Wallau,IKEA Wallau,Am Wandersmann 2-4,NaN,50.05815252373476,8.372181951164938
Germany,NaN,Ulm,IKEA Ulm,Blaubeurer Straße 10,NaN,48.4040594,9.976917489107528
Germany,NaN,Sindelfingen,IKEA Sindelfingen,Hanns-Martin-Schleyer-Straße 2,NaN,48.70182,9.00559095563754
Germany,NaN,Siegen,IKEA Siegen,Wallhausenstraße 60,NaN,50.86282435,8.002410722785793
Germany,NaN,Saarlouis,IKEA Saarlouis,Im Hader 1-3,NaN,49.29446675,6.759245641217161
Germany,NaN,Rostock,IKEA Rostock,Messestraße 25,NaN,54.1087845,12.051751314625228
Germany,NaN,Regensburg,IKEA Regensburg,Sulzfeldstraße 7,NaN,49.0017283,12.177903461946473
Germany,NaN,Potsdam,IKEA Potsdam,Brandenburger Strasse 5,NaN,52.3996568,13.0494261
Germany,NaN,Osnabrück,IKEA Osnabrück,Rheiner Landstraße 215,NaN,52.26310235,7.971151995228637
Germany,NaN,Oldenburg,IKEA Oldenburg,Holler Landstraße 89,NaN,53.13986305,8.254943246719332
Germany,NaN,Fürth,IKEA Nürnberg-Fürth,Hans-Vogel-Straße 110,NaN,49.4855326,11.009877504271383
Germany,NaN,Eching,IKEA München-Eching,Heisenbergstraße 14,NaN,48.3043029,11.63364836346154
Germany,NaN,Taufkirchen,IKEA München-Brunnthal,Brunnthaler Straße 1,NaN,48.040427,11.657710998213949
Germany,NaN,Mannheim,IKEA  Mannheim,Frankenthaler Straße 123,NaN,49.555922800000005,8.443909380639731
Germany,NaN,Magdeburg,IKEA Magdeburg,Ebendorfer Chaussee 70,NaN,52.1680498,11.6121139
Germany,NaN,Ludwigsburg,IKEA Ludwigsburg,Heinkelstraße 10,NaN,48.9181348,9.153899549484535
Germany,NaN,Lübeck,IKEA  Lübeck,Dänischburger Landstraße 79-81,NaN,53.9122234,10.736093877995849
Germany,NaN,Köln,IKEA Köln-Godorf,Godorfer Hauptstraße 171,NaN,50.86166675,6.970950136292636
Germany,NaN,Köln,IKEA Köln-Am Butzweilerhof,Butzweilerstraße 51,NaN,50.9848481,6.896930342671184
Germany,NaN,Koblenz,IKEA Koblenz,An der Römervilla 1,NaN,50.38218125,7.568111823869297
Germany,NaN,Kiel,IKEA Kiel,Westring 1,NaN,54.3140536,10.107308768923598
Germany,NaN,Kassel,IKEA Kassel,Heinrich-Hertz-Straße 25,NaN,51.2778826,9.525668319920634
Germany,NaN,Karlsruhe,IKEA Karlsruhe,Durlacher Allee 97,NaN,49.0053564,8.44132224999261
Germany,NaN,Kamen,IKEA Kamen,Kamen Karree 1,NaN,51.56947365,7.6691737074462365
Germany,NaN,Kaiserslautern,IKEA Kaiserslautern,Opelkreisel 3,NaN,49.4403617,7.701135478637552
Germany,NaN,Kaarst,IKEA Kaarst,Hans-Dietrich-Genscher-Straße 1,NaN,51.2168872,6.6303087
Germany,NaN,Hannover,IKEA Hannover EXPO-Park,Straße der Nationen 10,NaN,52.3135579,9.81679615719048
Germany,NaN,Hanau,IKEA Hanau,Oderstraße 21,NaN,50.14966865,8.942291576715107
Germany,Schnelsen,Hamburg,IKEA Hamburg-Schnelsen,Wunderbrunnen 1 ,NaN,53.6488893,9.928075791381984
Germany, Moorfleet,Hamburg,IKEA Hamburg-Moorfleet,Unterer Landweg 77,NaN,53.5107771,10.092967600140668
Germany,Altona,Hamburg,IKEA Hamburg-Altona,Große Bergstraße 164,NaN,53.551352050000006,9.94165667444799
Germany,NaN,Leuna,IKEA Halle Leipzig,Nordpark 17,NaN,51.3487443,12.182998057994883
Germany,NaN,Hannover,IKEA Großburgwedel,Isernhägener Straße 14 Burgwedel,NaN,52.49238095,9.837792042290095
Germany,NaN,Freiburg,IKEA Freiburg,Hermann-Mitsch-Straße 61,NaN,48.02829,7.832626091209107
Germany,Niedereschbach,Frankfurt,IKEA Frankfurt,Züricher Straße 7,NaN,50.1958275,8.6568717
Germany,NaN,Essen,IKEA Essen,Altendorfer Straße 2,NaN,51.4600915,7.001008632367112
Germany,NaN,Erfurt,IKEA Erfurt,Eisenacher Straße 50,NaN,50.95948295,10.948946738853948
Germany,NaN,Düsseldorf,IKEA Düsseldorf,Oerschbachstraße 75,NaN,51.1878434,6.8494561
Germany,NaN,Duisburg,IKEA Duisburg,Beecker Straße 80,NaN,51.482237,6.763883219488246
Germany,NaN,Dresden,IKEA Dresden,Peschelstraße 25,NaN,51.08663985,13.695074739292233
Germany,NaN,Dortmund,IKEA Dortmund,Borussiastraße 120,NaN,51.4911182,7.369520583145838
Germany,NaN,Chemnitz,IKEA Chemnitz,Im Neefepark 5,NaN,50.80222235,12.859665495098245
Germany,NaN,Brinkum,IKEA Brinkum,Henleinstraße 1A,NaN,53.0264711,8.8036115799014
Germany,NaN,Bremerhaven,IKEA Bremerhaven,Weserstraße 1i,NaN,53.48895195,8.605613497151445
Germany,NaN,Braunshweig,IKEA Braunschweig,Hansestraße 27,NaN,52.30915851265868,10.504591284356176
Germany,NaN,Bielefeld,IKEA Bielefeld,Südring 7,NaN,51.9819928,8.492157947129506
Germany,NaN,Schönefeld,IKEA Berlin Waltersdorf,Am Rondell 8,NaN,52.3669092,13.555644614991262
Germany,Tempelhof,Berlin,IKEA Berlin Tempelhof,Sachsendamm 47,NaN,52.46961175,13.366341067536146
Germany,NaN,Berlin,IKEA Berlin-Spandau,Gewerbehof 10,NaN,52.5282537,13.214530040848445
Greece,Sparta,Athens,IKEA Athens Airport,Eleftherios Venizelos,19019,37.95376042859736,23.92129587148912
Greece,Egaleo,Athens,IKEA Athens Kifissos,Kifissos Avenue ,12241,38.003377776910376,23.67757825888824
Greece,NaN,Thessaloniki,IKEA Thessaloniki,12 km Thessaloniki Perea,57001,40.58865203670168,22.97445325877807
Greece,Nikaia,Larissa,IKEA Thessalia,8 km Old National Highway ,41500,40.55067920890902,22.984964857369903
Greece,NaN,Ioannina,IKEA Ioannina,13 km National Highway ,45500,39.55026732391863,20.871828368978903
Hong Kong,NaN,Causeway Bay,IKEA Causeway Bay,310 Glouchester Road,NaN,22.281351729387165,114.18641806854563
Hong Kong,NaN,Kowloon Bay,IKEA Kowloon Bay,38 Want Chiu Road,NaN,22.319782335733574,114.2085047685464
Hong Kong,NaN,Sha Tin,IKEA Shatin,138 Sha Tin Rural Committee Road,NaN,22.385565546279544,114.18780205505544
Hong Kong,NaN,Tusen Wan,IKEA Tsuen Wan,388 Castle Peak Road,NaN,22.37543916600326,114.11310084654484
Macau,NaN,Taipai,IKEA Macau,515 Afenida de Kwong Tung,NaN,22.161757255700245,113.55346563951989
Hungary,NaN,Budaörs,Budaörsi IKEA,Sport utca 2–4,NaN,47.45419925317937,18.94001634226102
Hungary,NaN,Budapest,Örs vezér téri IKEA,ÖRS VEZER TERE,NaN,NaN,NaN
Hungary,NaN,Budapest,Soroksári IKEA,Bevásárló utca 4,NaN,NaN,NaN
Iceland,NaN,Bardabaer,NaN,Kauptun 4,NaN,64.1336130349827,-21.92095144649322
India,Telangana,Hyderabad,IKEA Hyderabad,"Panmaqtha, Rangareddy",500032,17.43875905,78.37512357460284
India,Maharashtra,Navi Mumbai,IKEA Navi Mumbai,"Turbhe MIDC, Turbhe",400705,19.08207435,73.01886438379027
India,Maharastra,Mumbai,IKEA Worli City,Pandurang Budhkar Marg,400013,19.0060738,72.82685674598821
India,Karnataka,Bengaluru,IKEA Bengaluru,"Manjunatha Nagar, Bagalakunte",560073,13.0494613,77.5003859847279
India,Maharashtra,Mumbai,IKEA R City,"Ghatkopar, LBS Marg",400086,NaN,NaN
Indonesia,Tangerang,Alam Sutera,IKEA Alam Sutera,Jl. Jalur Sutera Boulevard No. 45 ,15144,NaN,NaN
Indonesia,Jawa Barat,Kabupaten Bogor,IKEA Sentul,"Jl. MH. Thamrin, Citaringgul",16810,NaN,NaN
Indonesia,"Kabupaten Badung, Kuta",Bali,IKEA Bali,Jl. Patih Jelantik,80361,NaN,NaN
Indonesia,Jakarta Timur, Jakarta Garden City,IKEA Jakarta Garden City,Jl. Jakarta Garden City Boulevard,13910,NaN,NaN
Indonesia,Jawa Barat,"Kertajaya, Padalarang",IKEA Kota Baru Parahyangan,Jl. Parahyangan Raya No.kav. 9,40553,NaN,NaN
Indonesia,Daerah Khusus Ibukota Jakarta,Kota Jakarta Barat,IKEA Mal Taman Anggrek,Jl. Letjen S. Parman No.Kav. 21,11440,NaN,NaN
Indonesia,Jawa Timur ,Kota Surabaya,IKEA Surabaya,Jl. Mayjen Sungkono No.89,60224,NaN,NaN
